Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7
2.410665841,-4.201627503,-0.754155184,1.491798442,4.694448534,-1.222384847,4.99665401
2.410665841,-4.201627503,-0.754155184,1.491798442,4.694448534,-1.222384847,4.99665401
2.410665841,-4.201627503,-0.754155184,1.491798442,4.694448534,-1.222384847,4.99665401
3.66005473,-1.357348261,3.211220105,0.962077663,3.82660463,-1.327032534,-6.330770127
3.66005473,-1.357348261,3.211220105,0.962077663,3.82660463,-1.327032534,-6.330770127
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.660070018,-1.357366458,3.211239084,0.962052042,3.826634964,-1.327121588,-6.330783664
3.721757168,-1.982432092,1.702938151,1.884494598,3.713812015,-1.174564256,-5.264655873
3.721757168,-1.982432092,1.702938151,1.884494598,3.713812015,-1.174564256,-5.264655873
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
3.365769802,-1.883623524,2.226400093,1.681518712,3.835712238,-0.80999181,-4.887689262
2.847756798,-2.458858177,-0.196514059,-0.446875209,0.889621917,0.678737096,0.777532595
2.267582659,-2.006136207,1.050952043,-0.157208189,0.860064827,-1.54853461,-0.332499516
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
2.705173897,-2.598757558,0.8602977,0.700021078,1.438727063,-1.647498331,0.158326846
1.900027647,-3.662706922,-1.817645216,-1.073930535,0.857994793,-1.496091574,-0.378901442
1.900027647,-3.662706922,-1.817645216,-1.073930535,0.857994793,-1.496091574,-0.378901442
1.900027647,-3.662706922,-1.817645216,-1.073930535,0.857994793,-1.496091574,-0.378901442
1.900027647,-3.662706922,-1.817645216,-1.073930535,0.857994793,-1.496091574,-0.378901442
2.847756798,-2.458858177,-0.196514059,-0.446875209,0.889621917,0.678737096,0.777532595
2.847756798,-2.458858177,-0.196514059,-0.446875209,0.889621917,0.678737096,0.777532595
2.558234927,-1.668461897,0.469491547,-0.372758197,0.737669728,0.135594903,-0.167664947
2.222114047,-1.54908761,1.133245674,-1.119391252,1.021292028,0.399439618,-0.392754953
2.222114047,-1.54908761,1.133245674,-1.119391252,1.021292028,0.399439618,-0.392754953
4.462665338,0.171417179,-0.516237896,1.733941189,-0.694078699,2.171764269,0.460405642
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.39619826,0.22799042,-0.472241874,1.834232912,-0.665657468,2.384444397,0.471688218
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
3.665799948,0.333805789,-0.846363901,1.80944962,-0.296394509,-1.64259097,0.029026175
3.696549033,0.305531335,-0.819285419,1.808039433,-0.317021416,-1.648780015,0.024655791
3.695671608,0.305674963,-0.819849581,1.807330532,-0.316697887,-1.650149008,0.024294725
3.695712357,0.305181127,-0.819631995,1.806407912,-0.315730509,-1.652279668,0.023862385
3.695712357,0.305181127,-0.819631995,1.806407912,-0.315730509,-1.652279668,0.023862385
1.900029974,-3.662709096,-1.817642915,-1.07393284,0.857997658,-1.496099957,-0.378902569
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.534638385,-0.090378558,-0.414318043,1.459566248,-0.477805706,1.114919784,0.364619247
4.396280247,0.229334213,-0.473917845,1.837247473,-0.668583407,2.393708061,0.472997341
4.396280247,0.229334213,-0.473917845,1.837247473,-0.668583407,2.393708061,0.472997341
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396306053,0.228950187,-0.473443776,1.836418163,-0.667758558,2.391138895,0.472633416
4.396139737,0.228964295,-0.473455067,1.836338845,-0.66775068,2.390974903,0.47261002
4.396139737,0.228964295,-0.473455067,1.836338845,-0.66775068,2.390974903,0.47261002
4.40453586,0.204726327,-0.442177941,1.839893788,-0.659806424,2.392295657,0.472465689
4.40453586,0.204726327,-0.442177941,1.839893788,-0.659806424,2.392295657,0.472465689
4.40453586,0.204726327,-0.442177941,1.839893788,-0.659806424,2.392295657,0.472465689
4.40453586,0.204726327,-0.442177941,1.839893788,-0.659806424,2.392295657,0.472465689
4.40453586,0.204726327,-0.442177941,1.839893788,-0.659806424,2.392295657,0.472465689
4.40453586,0.204726327,-0.442177941,1.839893788,-0.659806424,2.392295657,0.472465689
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.396282051,0.227576468,-0.471728259,1.833372426,-0.664777713,2.381757579,0.471309491
4.404225092,0.2019548,-0.438707372,1.833538109,-0.653702072,2.372827646,0.469716442
4.365956992,0.734289677,-0.155353404,1.343538009,-0.803934807,2.565285778,0.220134215
4.365956992,0.734289677,-0.155353404,1.343538009,-0.803934807,2.565285778,0.220134215
4.365956992,0.734289677,-0.155353404,1.343538009,-0.803934807,2.565285778,0.220134215
4.366555157,0.730690454,-0.15092887,1.336028553,-0.796306409,2.541837091,0.216809709
4.366555157,0.730690454,-0.15092887,1.336028553,-0.796306409,2.541837091,0.216809709
4.366555157,0.730690454,-0.15092887,1.336028553,-0.796306409,2.541837091,0.216809709
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.593473538,0.404499929,-0.840444757,1.925451564,-0.365719608,-1.566633607,0.037737021
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.588087957,0.34902876,-0.82727962,1.938966588,-0.38557849,-1.602962486,0.027380211
3.667730815,0.332540328,-0.844763159,1.809135943,-0.29518299,-1.643870668,0.028938905
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.54325486,-0.265407702,-0.611071423,-2.123798745,0.160939363,-0.480659903,0.347279411
4.551078647,-0.330496968,-0.609125782,-2.079650801,0.095634141,-0.497777131,0.33898656
4.551078647,-0.330496968,-0.609125782,-2.079650801,0.095634141,-0.497777131,0.33898656
4.551078647,-0.330496968,-0.609125782,-2.079650801,0.095634141,-0.497777131,0.33898656
4.551078647,-0.330496968,-0.609125782,-2.079650801,0.095634141,-0.497777131,0.33898656
4.551078647,-0.330496968,-0.609125782,-2.079650801,0.095634141,-0.497777131,0.33898656
4.551078647,-0.330496968,-0.609125782,-2.079650801,0.095634141,-0.497777131,0.33898656
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
4.486402544,-0.460760663,-0.433814766,-2.290651412,0.139495641,-0.318396503,0.291320512
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878071495,-1.740322869,-0.04899701,-1.729636871,0.458425221,0.479444329,0.353282667
3.878019389,-1.663936021,0.061470829,-1.821912542,0.362810871,0.474716007,0.252904004
3.878019389,-1.663936021,0.061470829,-1.821912542,0.362810871,0.474716007,0.252904004
3.878019389,-1.663936021,0.061470829,-1.821912542,0.362810871,0.474716007,0.252904004
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.227208439,-2.356997785,-0.292937969,-1.040614324,0.700947957,0.205494965,0.604537751
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.773970424,-1.107236583,-0.423053142,-0.944606021,0.360832359,0.460002798,0.433773198
4.777954563,-1.716075356,-0.819432535,-0.212855409,0.543235322,0.238143043,0.766582066
4.777954563,-1.716075356,-0.819432535,-0.212855409,0.543235322,0.238143043,0.766582066
3.989996307,-2.073612778,0.092466004,-1.830585181,0.602293387,0.29747015,0.280481594
